,Class
21645,Non Abusive
8575,Non Abusive
13524,Non Abusive
22226,Non Abusive
4925,Non Abusive
6318,Non Abusive
6272,Non Abusive
3040,Abusive
5035,Non Abusive
20019,Non Abusive
478,Abusive
1843,Abusive
4579,Non Abusive
20809,Non Abusive
11872,Non Abusive
19100,Non Abusive
607,Abusive
7900,Non Abusive
23652,Non Abusive
13819,Non Abusive
24838,Non Abusive
351,Abusive
9231,Non Abusive
17635,Non Abusive
21559,Non Abusive
19964,Non Abusive
13246,Non Abusive
1234,Abusive
14108,Non Abusive
3128,Abusive
2693,Abusive
8483,Non Abusive
10566,Non Abusive
9801,Non Abusive
13645,Non Abusive
24549,Non Abusive
4826,Non Abusive
17899,Non Abusive
11310,Non Abusive
11769,Non Abusive
16690,Non Abusive
11370,Non Abusive
5079,Non Abusive
16858,Non Abusive
1185,Abusive
19179,Non Abusive
7857,Non Abusive
12882,Non Abusive
15621,Non Abusive
6714,Non Abusive
23692,Non Abusive
18605,Non Abusive
2684,Abusive
1381,Abusive
18374,Non Abusive
19504,Non Abusive
7438,Non Abusive
3027,Abusive
20037,Non Abusive
19906,Non Abusive
18456,Non Abusive
12425,Non Abusive
4811,Non Abusive
21071,Non Abusive
6794,Non Abusive
11932,Non Abusive
13165,Non Abusive
11567,Non Abusive
11835,Non Abusive
9436,Non Abusive
11624,Non Abusive
10185,Non Abusive
1056,Abusive
25420,Non Abusive
22733,Non Abusive
25477,Non Abusive
25191,Non Abusive
11823,Non Abusive
12887,Non Abusive
4397,Non Abusive
20620,Non Abusive
6123,Non Abusive
4071,Non Abusive
18409,Non Abusive
11864,Non Abusive
9207,Non Abusive
12165,Non Abusive
6513,Non Abusive
12894,Non Abusive
24573,Non Abusive
10909,Non Abusive
3570,Non Abusive
8012,Non Abusive
24575,Non Abusive
22173,Non Abusive
25299,Non Abusive
20371,Non Abusive
17648,Non Abusive
13540,Non Abusive
22776,Non Abusive
9849,Non Abusive
2961,Abusive
21339,Non Abusive
12917,Non Abusive
25610,Non Abusive
1224,Abusive
19194,Non Abusive
23119,Non Abusive
20818,Non Abusive
8281,Non Abusive
25977,Non Abusive
5064,Non Abusive
4888,Non Abusive
25419,Non Abusive
15674,Non Abusive
24626,Non Abusive
6652,Non Abusive
3540,Non Abusive
2504,Abusive
17713,Non Abusive
22318,Non Abusive
22447,Non Abusive
4474,Non Abusive
24627,Non Abusive
4833,Non Abusive
8921,Non Abusive
5176,Non Abusive
4074,Non Abusive
12932,Non Abusive
21274,Non Abusive
3776,Non Abusive
19188,Non Abusive
13259,Non Abusive
5255,Non Abusive
7966,Non Abusive
25308,Non Abusive
5692,Non Abusive
13936,Non Abusive
4916,Non Abusive
7813,Non Abusive
17317,Non Abusive
21626,Non Abusive
20962,Non Abusive
15413,Non Abusive
19053,Non Abusive
12226,Non Abusive
20301,Non Abusive
17115,Non Abusive
7379,Non Abusive
6108,Non Abusive
13425,Non Abusive
24330,Non Abusive
11214,Non Abusive
11975,Non Abusive
9718,Non Abusive
15065,Non Abusive
18543,Non Abusive
12873,Non Abusive
22919,Non Abusive
20112,Non Abusive
18865,Non Abusive
1045,Abusive
6470,Non Abusive
22732,Non Abusive
4873,Non Abusive
17078,Non Abusive
14225,Non Abusive
20244,Non Abusive
25869,Non Abusive
12946,Non Abusive
18080,Non Abusive
12604,Non Abusive
21925,Non Abusive
9172,Non Abusive
3847,Non Abusive
1790,Abusive
24745,Non Abusive
21967,Non Abusive
14760,Non Abusive
20174,Non Abusive
2026,Abusive
1742,Abusive
9230,Non Abusive
12278,Non Abusive
17264,Non Abusive
22891,Non Abusive
9418,Non Abusive
10050,Non Abusive
15084,Non Abusive
23328,Non Abusive
11361,Non Abusive
18421,Non Abusive
11394,Non Abusive
4871,Non Abusive
5700,Non Abusive
4689,Non Abusive
18658,Non Abusive
13252,Non Abusive
15464,Non Abusive
16438,Non Abusive
24636,Non Abusive
25746,Non Abusive
26119,Non Abusive
9367,Non Abusive
9514,Non Abusive
14988,Non Abusive
8671,Non Abusive
3654,Non Abusive
12858,Non Abusive
10082,Non Abusive
8995,Non Abusive
3626,Non Abusive
19965,Non Abusive
13988,Non Abusive
12001,Non Abusive
17412,Non Abusive
493,Abusive
2605,Abusive
2328,Abusive
15672,Non Abusive
13602,Non Abusive
16923,Non Abusive
6136,Non Abusive
25995,Non Abusive
10552,Non Abusive
18872,Non Abusive
1776,Abusive
21431,Non Abusive
1926,Abusive
11488,Non Abusive
10836,Non Abusive
6961,Non Abusive
9676,Non Abusive
4686,Non Abusive
23839,Non Abusive
25798,Non Abusive
22188,Non Abusive
3708,Non Abusive
1140,Abusive
25438,Non Abusive
2401,Abusive
23967,Non Abusive
10317,Non Abusive
14206,Non Abusive
15138,Non Abusive
8109,Non Abusive
19990,Non Abusive
1439,Abusive
8271,Non Abusive
2225,Abusive
14500,Non Abusive
13206,Non Abusive
15684,Non Abusive
9885,Non Abusive
4479,Non Abusive
20843,Non Abusive
10028,Non Abusive
6694,Non Abusive
2165,Abusive
687,Abusive
23381,Non Abusive
11219,Non Abusive
7897,Non Abusive
14109,Non Abusive
19815,Non Abusive
7098,Non Abusive
15343,Non Abusive
10498,Non Abusive
17045,Non Abusive
4881,Non Abusive
23313,Non Abusive
3985,Non Abusive
10710,Non Abusive
5238,Non Abusive
7253,Non Abusive
21237,Non Abusive
14475,Non Abusive
8874,Non Abusive
17167,Non Abusive
12492,Non Abusive
3732,Non Abusive
1737,Abusive
20397,Non Abusive
409,Abusive
24059,Non Abusive
502,Abusive
3711,Non Abusive
18449,Non Abusive
26094,Non Abusive
17887,Non Abusive
9344,Non Abusive
7578,Non Abusive
21830,Non Abusive
8117,Non Abusive
8762,Non Abusive
21008,Non Abusive
9083,Non Abusive
25406,Non Abusive
4045,Non Abusive
10218,Non Abusive
14202,Non Abusive
11689,Non Abusive
7861,Non Abusive
1171,Abusive
21396,Non Abusive
2355,Abusive
1526,Abusive
2793,Abusive
16650,Non Abusive
13158,Non Abusive
22313,Non Abusive
25570,Non Abusive
23428,Non Abusive
13144,Non Abusive
14548,Non Abusive
3891,Non Abusive
24899,Non Abusive
23045,Non Abusive
17672,Non Abusive
12652,Non Abusive
7956,Non Abusive
9855,Non Abusive
11409,Non Abusive
18406,Non Abusive
16865,Non Abusive
12791,Non Abusive
13733,Non Abusive
15001,Non Abusive
1196,Abusive
1114,Abusive
4365,Non Abusive
8300,Non Abusive
6900,Non Abusive
6339,Non Abusive
19000,Non Abusive
9625,Non Abusive
3798,Non Abusive
10141,Non Abusive
12317,Non Abusive
4257,Non Abusive
5409,Non Abusive
17032,Non Abusive
20703,Non Abusive
19020,Non Abusive
8961,Non Abusive
3332,Abusive
24003,Non Abusive
20815,Non Abusive
12731,Non Abusive
13471,Non Abusive
22871,Non Abusive
12551,Non Abusive
10269,Non Abusive
25566,Non Abusive
25528,Non Abusive
19282,Non Abusive
19402,Non Abusive
4539,Non Abusive
16593,Non Abusive
20081,Non Abusive
22480,Non Abusive
8480,Non Abusive
4552,Non Abusive
3944,Non Abusive
3729,Non Abusive
6563,Non Abusive
10055,Non Abusive
5387,Non Abusive
7083,Non Abusive
13248,Non Abusive
4673,Non Abusive
19308,Non Abusive
12490,Non Abusive
5794,Non Abusive
12586,Non Abusive
21937,Non Abusive
16986,Non Abusive
16869,Non Abusive
12741,Non Abusive
12850,Non Abusive
2877,Abusive
4607,Non Abusive
21517,Non Abusive
12498,Non Abusive
25324,Non Abusive
25543,Non Abusive
10806,Non Abusive
2766,Abusive
10537,Non Abusive
19392,Non Abusive
24075,Non Abusive
1800,Abusive
16390,Non Abusive
9380,Non Abusive
8216,Non Abusive
11255,Non Abusive
7039,Non Abusive
19544,Non Abusive
7244,Non Abusive
3934,Non Abusive
9353,Non Abusive
9540,Non Abusive
7830,Non Abusive
22998,Non Abusive
18578,Non Abusive
3054,Abusive
18996,Non Abusive
19462,Non Abusive
13953,Non Abusive
13629,Non Abusive
6522,Non Abusive
18146,Non Abusive
25658,Non Abusive
22525,Non Abusive
19413,Non Abusive
9605,Non Abusive
11143,Non Abusive
8844,Non Abusive
5643,Non Abusive
12677,Non Abusive
14046,Non Abusive
9151,Non Abusive
10300,Non Abusive
6324,Non Abusive
20951,Non Abusive
7672,Non Abusive
22795,Non Abusive
5358,Non Abusive
4310,Non Abusive
8262,Non Abusive
24500,Non Abusive
20119,Non Abusive
6749,Non Abusive
11283,Non Abusive
8014,Non Abusive
21105,Non Abusive
17337,Non Abusive
13108,Non Abusive
4364,Non Abusive
16026,Non Abusive
15904,Non Abusive
6990,Non Abusive
21164,Non Abusive
5646,Non Abusive
13142,Non Abusive
2435,Abusive
6374,Non Abusive
21749,Non Abusive
2139,Abusive
3614,Non Abusive
1975,Abusive
2913,Abusive
5200,Non Abusive
12526,Non Abusive
23542,Non Abusive
4709,Non Abusive
7571,Non Abusive
22449,Non Abusive
25890,Non Abusive
22724,Non Abusive
2615,Abusive
7903,Non Abusive
21954,Non Abusive
3262,Abusive
11171,Non Abusive
17522,Non Abusive
11816,Non Abusive
14670,Non Abusive
6697,Non Abusive
11473,Non Abusive
3757,Non Abusive
8419,Non Abusive
2716,Abusive
870,Abusive
11043,Non Abusive
11558,Non Abusive
23608,Non Abusive
2067,Abusive
25857,Non Abusive
13752,Non Abusive
15675,Non Abusive
25782,Non Abusive
19927,Non Abusive
161,Abusive
16194,Non Abusive
20944,Non Abusive
14040,Non Abusive
6141,Non Abusive
16059,Non Abusive
510,Abusive
6623,Non Abusive
22736,Non Abusive
16153,Non Abusive
14243,Non Abusive
22492,Non Abusive
3602,Non Abusive
4836,Non Abusive
96,Abusive
8084,Non Abusive
2172,Abusive
10560,Non Abusive
11181,Non Abusive
13518,Non Abusive
10291,Non Abusive
13951,Non Abusive
20619,Non Abusive
8278,Non Abusive
10502,Non Abusive
15703,Non Abusive
2537,Abusive
8972,Non Abusive
13378,Non Abusive
15043,Non Abusive
7848,Non Abusive
24915,Non Abusive
8395,Non Abusive
16484,Non Abusive
10621,Non Abusive
14370,Non Abusive
10490,Non Abusive
5185,Non Abusive
5151,Non Abusive
15531,Non Abusive
18532,Non Abusive
23492,Non Abusive
1119,Abusive
21215,Non Abusive
8083,Non Abusive
19619,Non Abusive
9985,Non Abusive
7924,Non Abusive
12208,Non Abusive
24844,Non Abusive
24022,Non Abusive
19026,Non Abusive
18073,Non Abusive
10294,Non Abusive
6775,Non Abusive
8459,Non Abusive
10230,Non Abusive
21503,Non Abusive
20269,Non Abusive
20242,Non Abusive
8386,Non Abusive
19863,Non Abusive
2653,Abusive
25204,Non Abusive
16096,Non Abusive
84,Abusive
8123,Non Abusive
24244,Non Abusive
1705,Abusive
2348,Abusive
19474,Non Abusive
19537,Non Abusive
17753,Non Abusive
6057,Non Abusive
4869,Non Abusive
7035,Non Abusive
9548,Non Abusive
2478,Abusive
2811,Abusive
22505,Non Abusive
20942,Non Abusive
20239,Non Abusive
25788,Non Abusive
24335,Non Abusive
7177,Non Abusive
21639,Non Abusive
15251,Non Abusive
23371,Non Abusive
5743,Non Abusive
24818,Non Abusive
9072,Non Abusive
8161,Non Abusive
19213,Non Abusive
16144,Non Abusive
4259,Non Abusive
2911,Abusive
23632,Non Abusive
10724,Non Abusive
4318,Non Abusive
3791,Non Abusive
12524,Non Abusive
11924,Non Abusive
21713,Non Abusive
25937,Non Abusive
25228,Non Abusive
2047,Abusive
12089,Non Abusive
12057,Non Abusive
14607,Non Abusive
5456,Non Abusive
7697,Non Abusive
17433,Non Abusive
9919,Non Abusive
14579,Non Abusive
24305,Non Abusive
10172,Non Abusive
5869,Non Abusive
19692,Non Abusive
18043,Non Abusive
1555,Abusive
6998,Non Abusive
15011,Non Abusive
18451,Non Abusive
13056,Non Abusive
2644,Abusive
23571,Non Abusive
22624,Non Abusive
12983,Non Abusive
17094,Non Abusive
1496,Abusive
10127,Non Abusive
2713,Abusive
7096,Non Abusive
13631,Non Abusive
20600,Non Abusive
23291,Non Abusive
15254,Non Abusive
20455,Non Abusive
16133,Non Abusive
8209,Non Abusive
11728,Non Abusive
11365,Non Abusive
22233,Non Abusive
2038,Abusive
14383,Non Abusive
12790,Non Abusive
8749,Non Abusive
17701,Non Abusive
6993,Non Abusive
6719,Non Abusive
7296,Non Abusive
9183,Non Abusive
24351,Non Abusive
19254,Non Abusive
14506,Non Abusive
24007,Non Abusive
10081,Non Abusive
24970,Non Abusive
20161,Non Abusive
23986,Non Abusive
16854,Non Abusive
15210,Non Abusive
11494,Non Abusive
4531,Non Abusive
7984,Non Abusive
9834,Non Abusive
12451,Non Abusive
6326,Non Abusive
16582,Non Abusive
18000,Non Abusive
18463,Non Abusive
11586,Non Abusive
21081,Non Abusive
3390,Abusive
8610,Non Abusive
17697,Non Abusive
25568,Non Abusive
984,Abusive
20505,Non Abusive
18629,Non Abusive
4328,Non Abusive
11040,Non Abusive
16896,Non Abusive
12803,Non Abusive
287,Abusive
5544,Non Abusive
5032,Non Abusive
13985,Non Abusive
6436,Non Abusive
16283,Non Abusive
21676,Non Abusive
21860,Non Abusive
9067,Non Abusive
18360,Non Abusive
314,Abusive
327,Abusive
25656,Non Abusive
12575,Non Abusive
20304,Non Abusive
8741,Non Abusive
17422,Non Abusive
13476,Non Abusive
14118,Non Abusive
24960,Non Abusive
18667,Non Abusive
25670,Non Abusive
22565,Non Abusive
6534,Non Abusive
12976,Non Abusive
23767,Non Abusive
16721,Non Abusive
5783,Non Abusive
2078,Abusive
25986,Non Abusive
12942,Non Abusive
12990,Non Abusive
11777,Non Abusive
14501,Non Abusive
13982,Non Abusive
24517,Non Abusive
12481,Non Abusive
23884,Non Abusive
6904,Non Abusive
21949,Non Abusive
117,Abusive
23484,Non Abusive
4638,Non Abusive
18756,Non Abusive
23473,Non Abusive
11676,Non Abusive
14169,Non Abusive
777,Abusive
9242,Non Abusive
17284,Non Abusive
4271,Non Abusive
14307,Non Abusive
20764,Non Abusive
23039,Non Abusive
21950,Non Abusive
15905,Non Abusive
25393,Non Abusive
15167,Non Abusive
8170,Non Abusive
20547,Non Abusive
18626,Non Abusive
16674,Non Abusive
19683,Non Abusive
17432,Non Abusive
23275,Non Abusive
11318,Non Abusive
23552,Non Abusive
6679,Non Abusive
15475,Non Abusive
11381,Non Abusive
15299,Non Abusive
24233,Non Abusive
16533,Non Abusive
207,Abusive
18950,Non Abusive
3566,Non Abusive
8605,Non Abusive
23755,Non Abusive
2650,Abusive
10399,Non Abusive
24167,Non Abusive
23621,Non Abusive
9496,Non Abusive
16124,Non Abusive
3370,Abusive
17572,Non Abusive
17933,Non Abusive
12205,Non Abusive
19035,Non Abusive
14345,Non Abusive
6627,Non Abusive
12707,Non Abusive
227,Abusive
19496,Non Abusive
3837,Non Abusive
10897,Non Abusive
13993,Non Abusive
22020,Non Abusive
18112,Non Abusive
6386,Non Abusive
10987,Non Abusive
26159,Non Abusive
9913,Non Abusive
16575,Non Abusive
7565,Non Abusive
14897,Non Abusive
5556,Non Abusive
14836,Non Abusive
24271,Non Abusive
22968,Non Abusive
5014,Non Abusive
9979,Non Abusive
25567,Non Abusive
11819,Non Abusive
14072,Non Abusive
17383,Non Abusive
24554,Non Abusive
3576,Non Abusive
17614,Non Abusive
23808,Non Abusive
12774,Non Abusive
6140,Non Abusive
8324,Non Abusive
1739,Abusive
11029,Non Abusive
8042,Non Abusive
18480,Non Abusive
10972,Non Abusive
6070,Non Abusive
14044,Non Abusive
5781,Non Abusive
18423,Non Abusive
4760,Non Abusive
19019,Non Abusive
6054,Non Abusive
23669,Non Abusive
15984,Non Abusive
5652,Non Abusive
15117,Non Abusive
4909,Non Abusive
19592,Non Abusive
7953,Non Abusive
10981,Non Abusive
21213,Non Abusive
24789,Non Abusive
6336,Non Abusive
19227,Non Abusive
3790,Non Abusive
13668,Non Abusive
18306,Non Abusive
5599,Non Abusive
16418,Non Abusive
25538,Non Abusive
18868,Non Abusive
10219,Non Abusive
9623,Non Abusive
12071,Non Abusive
10446,Non Abusive
1481,Abusive
14082,Non Abusive
17600,Non Abusive
14917,Non Abusive
2329,Abusive
17630,Non Abusive
3098,Abusive
9320,Non Abusive
1802,Abusive
17149,Non Abusive
1816,Abusive
22691,Non Abusive
13900,Non Abusive
24531,Non Abusive
17210,Non Abusive
15594,Non Abusive
5694,Non Abusive
7220,Non Abusive
18791,Non Abusive
25521,Non Abusive
18344,Non Abusive
8608,Non Abusive
2287,Abusive
23209,Non Abusive
26220,Non Abusive
16973,Non Abusive
11007,Non Abusive
15461,Non Abusive
3829,Non Abusive
4762,Non Abusive
18783,Non Abusive
20901,Non Abusive
19930,Non Abusive
6903,Non Abusive
19497,Non Abusive
4521,Non Abusive
14106,Non Abusive
8799,Non Abusive
10205,Non Abusive
23834,Non Abusive
8458,Non Abusive
12519,Non Abusive
6987,Non Abusive
9719,Non Abusive
23689,Non Abusive
19527,Non Abusive
17135,Non Abusive
11363,Non Abusive
7195,Non Abusive
6121,Non Abusive
1230,Abusive
21189,Non Abusive
10593,Non Abusive
22187,Non Abusive
13698,Non Abusive
20374,Non Abusive
15714,Non Abusive
14900,Non Abusive
3365,Abusive
5325,Non Abusive
11764,Non Abusive
4571,Non Abusive
3136,Abusive
22472,Non Abusive
17074,Non Abusive
19029,Non Abusive
21186,Non Abusive
13159,Non Abusive
7390,Non Abusive
18020,Non Abusive
18052,Non Abusive
19406,Non Abusive
23297,Non Abusive
25662,Non Abusive
1891,Abusive
15879,Non Abusive
25762,Non Abusive
12309,Non Abusive
24046,Non Abusive
25263,Non Abusive
14443,Non Abusive
9793,Non Abusive
15763,Non Abusive
23944,Non Abusive
14652,Non Abusive
24655,Non Abusive
3609,Non Abusive
20982,Non Abusive
8538,Non Abusive
6416,Non Abusive
4971,Non Abusive
20511,Non Abusive
8882,Non Abusive
12396,Non Abusive
5504,Non Abusive
19037,Non Abusive
20266,Non Abusive
20808,Non Abusive
3484,Non Abusive
20668,Non Abusive
25728,Non Abusive
8943,Non Abusive
9665,Non Abusive
7790,Non Abusive
10144,Non Abusive
9200,Non Abusive
10550,Non Abusive
3756,Non Abusive
20326,Non Abusive
12349,Non Abusive
2303,Abusive
18844,Non Abusive
5688,Non Abusive
710,Abusive
9180,Non Abusive
7380,Non Abusive
4535,Non Abusive
10503,Non Abusive
7387,Non Abusive
9952,Non Abusive
8564,Non Abusive
23396,Non Abusive
11719,Non Abusive
9321,Non Abusive
4650,Non Abusive
15242,Non Abusive
5092,Non Abusive
2333,Abusive
13677,Non Abusive
14575,Non Abusive
13745,Non Abusive
25319,Non Abusive
21161,Non Abusive
14923,Non Abusive
9400,Non Abusive
15071,Non Abusive
22317,Non Abusive
6552,Non Abusive
24950,Non Abusive
7361,Non Abusive
13983,Non Abusive
10599,Non Abusive
17384,Non Abusive
13100,Non Abusive
9379,Non Abusive
10386,Non Abusive
4302,Non Abusive
636,Abusive
9863,Non Abusive
21963,Non Abusive
4785,Non Abusive
22047,Non Abusive
10322,Non Abusive
16624,Non Abusive
698,Abusive
10821,Non Abusive
8334,Non Abusive
15337,Non Abusive
4646,Non Abusive
4120,Non Abusive
24563,Non Abusive
2045,Abusive
19671,Non Abusive
21919,Non Abusive
25729,Non Abusive
3189,Abusive
11760,Non Abusive
17283,Non Abusive
4332,Non Abusive
11433,Non Abusive
15735,Non Abusive
8444,Non Abusive
24421,Non Abusive
1839,Abusive
17102,Non Abusive
17894,Non Abusive
16810,Non Abusive
892,Abusive
1307,Abusive
13800,Non Abusive
17295,Non Abusive
25516,Non Abusive
13026,Non Abusive
17190,Non Abusive
4852,Non Abusive
15518,Non Abusive
8727,Non Abusive
22461,Non Abusive
22158,Non Abusive
14566,Non Abusive
25207,Non Abusive
11333,Non Abusive
16094,Non Abusive
18064,Non Abusive
21733,Non Abusive
731,Abusive
3417,Non Abusive
11999,Non Abusive
695,Abusive
6661,Non Abusive
13958,Non Abusive
9054,Non Abusive
22948,Non Abusive
15208,Non Abusive
22200,Non Abusive
10506,Non Abusive
4695,Non Abusive
9903,Non Abusive
20762,Non Abusive
10067,Non Abusive
13494,Non Abusive
15836,Non Abusive
11892,Non Abusive
6615,Non Abusive
8133,Non Abusive
24373,Non Abusive
9394,Non Abusive
